TITULO_ORIGINAL;PUBLICO
TWICE: ONE IN A MILL1ON;13869
THE IRISHMAN;13829
FRANCOFONIA;13819
BTS WORLD TOUR ‘ARIRANG’ IN JAPAN LIVE VIEWING;13766
BIXA TRAVESTY;13727
LOVELESS;13699
POKÉMON THE MOVIE: I CHOOSE YOU!;13685
WHEELY;13607
SHOW ME THE FATHER;13602
AMIGO SECRETO;13576
O JARDIM DAS AFLIÇÕES;13555
GOOD TIME;13553
ZOOTOPIA;13539
THE KILLING OF A SACRED DEER;13533
LES BEAUX JOURS D'ARANJUEZ;13530
EL ROBO DEL SIGLO;13525
À PROPOS DE JOAN;13520
SKETCH;13520
TCHAIKOVSKY'S WIFE;13487
OFFICIAL SECRETS;13464
TILL;13439
KOLLEKTIVET;13331
PUREZA;13287
AKIK MARADTAK;13278
THE TEACHER´S LOUNGE;13246
IL COLORE NASCOSTO DELLE COSE;13243
TIRE 5 CARTAS;13221
KAYARA;13201
TOIVON TUOLLA PUOLEN;13177
THE WIZARD OF OZ;13169
MON INCONNUE;13140
THE BEATLES: EIGHT DAYS A WEEK - THE TOURING YEARS;13045
ABOUT MY FATHER;13030
PERLIMPS;13008
1945;13000
MY NEIGHBOR ADOLF;12984
MY BIG FAT GREEK WEDDING 3;12949
BENEDETTA;12947
IRON MAIDEN: BURNING AMBITION;12939
THE VOICE OF HIND RAJAB;12931
ZHONG QUAN BA GONG;12919
TESTAMENT;12914
ES WAR EINMAL IN DEUTSCHLAND...;12899
A HORA DA ESTRELA;12886
LA FRENCH;12847
THE DOCTOR FROM INDIA;12844
POMS;12837
THE MEDDLER;12829
RODIN;12805
VIVA A VIDA;12772
SOUNDTRACK;12746
120 BATTEMENTS PAR MINUTE;12732
ATEEZ WORLD TOUR TOWARDS THE LIGHT  WILL TO POWER;12702
LA CAMÉRA DE CLAIRE;12682
WARCRAFT;12677
DEPOIS A LOUCA SOU EU;12677
QUEM VAI FICAR COM MÁRIO;12675
DWIE KORONY;12669
THE CARPENTER´S SON;12642
SHE SAID;12638
PARTHENOPE;12598
UMI YORI MO MADA FUKAKU;12573
EZRA;12545
MANOU THE SWIFT;12541
STRONGER;12479
2 DIE 4;12429
UNTIL FOREVER;12376
ON YOGA - ARQUITETURA DA PAZ;12358
AVEC AMOUR ET ACHARNEMENT;12338
LOVE HURTS;12324
UN AMOUR IMPOSSIBLE;12292
THE DEATH OF STALIN;12288
ONE DIRECTION: THIS IS US;12252
NOCES;12219
THE GODFATHER;12217
VISIONS;12211
20TH CENTURY WOMEN;12208
PARANORMAN;12202
GOLDBEAK;12197
FREE STATE OF JONES;12184
SUSPIRIA;12161
CELEBRITY PLASTIC SURGEONS OF BEVERLY HILLS;12151
POESÍA SIN FIN;12134
C'MON C'MON;12123
THE JUNGLE BOOK;12099
ARNAUD FAIT SON 2E FILM;12083
OS ENFORCADOS;12075
ALICE IN TERRORLAND;11972
FRANKIE;11957
BLACK WATER: ABYSS;11923
AMORI CHE NON SANNO STARE AL MONDO;11909
LOOK BACK;11898
EDDINGTON;11868
CRIMES OF THE FUTURE;11827
L'ADIEU À LA NUIT;11818
ARMAGEDDON TIME;11809
#SALVEROSA;11752
PROJECT SEKAI THE MOVIE: KOWARETA SEKAI TO UTAENAI MIKU;11714
ISHA OVEDET;11707
VIVO;11692
BROKER;11679
AMANDA;11664
AKU WA SONZAI SHINAI;11657
DETROIT;11650
DEAR EVAN HANSEN;11547
O JUÍZO;11536
GRINGO;11524
UNA STORIA SENZA NOME;11509
THE IRON CLAW;11490
HANNAH;11482
DEADPOOL;11455
COMPLÈTEMENT CRAMÉ!;11446
L'AMANT D'UN JOUR;11438
ARIANO APRESENTA: O AUTO DA BOA MENTIRA;11414
BRING ME THE HORIZON - L.I.V.E. IN SÃO PAULO (LIVE IMMERSIVE VIRTUAL EXPERIMENT);11389
FERVO;11379
SYNONYMES;11359
THE UNBREAKABLE BOY;11341
ANGRY BIRDS;11337
AN OFFICER AND A SPY;11329
EL MAYOR REGALO;11308
THE SEED OF HE SACRED FIG;11288
MUDBOUND;11230
ESTIU 1993;11206
DOGMAN;11201
FILM STARS DON'T DIE IN LIVERPOOL;11140
MARKED MAN - CHAPTER 1;11135
UMA NOVA HISTÓRIA;11118
THE GOOD DINOSAUR;11111
GHOST: RITE HERE RITE NOW;11100
THE COMEBACK TRAIL;11100
LILLE ALLAN - DEN MENNESKELIGE ANTENNE;11086
O HOMEM PERFEITO;11076
TODAS AS MANHÃS DO MUNDO;11068
AVASSALADORAS 2.0;11038
O AMOR DÁ VOLTAS;11027
CHOCOLAT;11020
PERSONAL SHOPPER;11014
MUSEO;11004
BOUNDARIES;10985
OMC - HOW BIZARRE;10977
ELEVATION;10909
SONHAR COM LEÕES;10871
ENTERRE SEUS MORTOS;10856
MILEY CYRUS: SOMETHING BEAUTIFUL;10810
ATÉ QUE A SORTE NOS SEPARE 3;10809
THE BIG SICK;10788
THE OLD OAK;10743
VALE NIGHT;10734
NOTHING LIKE A DAME;10728
BEDOUNE TARIKH, BEDOUNE EMZA;10724
MÃE SÓ HÁ UMA;10720
BONHOEFFER: PASTOR. SPY. ASSASSIN;10685
LITTLE MISS DOLITTLE;10680
HARRY POTTER AND THE SORCERER'S STONE;10663
TWO WITCHES;10654
MOTORRAD;10612
LUTAR, LUTAR, LUTAR;10545
MOTHERLESS BROOKLYN;10537
BURNING;10537
SUPER/MAN: THE CHRISTOPHER REEVE STORY;10536
RAPITO;10524
THE RADLEYS;10493
LIZZIE;10478
THE MERCY;10458
SYMPATHY FOR THE DEVIL;10439
SOUNDTRACK TO A COUP D’ETAT;10437
SUMMER OF 84;10412
LES FAUSSES CONFIDENCES;10408
MAGGIE'S PLAN;10404
A MAN CALLED OVE;10398
ELSER;10345
AS DUAS IRENES;10318
ANNA KARENINA. ISTORIYA VRONSKOGO;10301
FAI BEI SOGNI;10275
NA RÉDEA CURTA;10249
WORLDS APART;10195
MAESTRO;10193
ARISTOTLE AND DANTE DISCOVER THE SECRET OF THE UNIVERSE;10190
THE LAST BUS;10174
SAGE FEMME;10134
NEW LIFE;10078
BEETLEJUICE;10061
LA PAZZA GIOIA;10011
