TITULO_ORIGINAL;PUBLICO
AUTO DE RESISTÊNCIA;1133
TOUT LE MONDE AIME JEANNE;1132
CINDERELLA;1128
CAPITÃO ASTÚCIA;1128
O UNICÓRNIO;1127
HEARTSTONE;1125
1999 - A CONQUISTA DA AMÉRICA;1122
UM DIA QUALQUER;1117
LJÓSBROT;1112
ALIEN CONVERGENCE;1109
TWINLESS;1106
FABULOSOS JOÃO E MARIA;1105
CASSE NOISETTE/THE NUTCRACKER;1105
ÉTÉ 85;1101
CANO SERRADO;1097
BIG HERO 6;1093
NOS PASSOS DO MESTRE;1085
TAEYONG: TY TRACK IN CINEMAS;1085
FEATHERS;1081
YOUSSEF SALEM A DU SUCCÈS;1081
CAFFE;1081
DE PEITO ABERTO;1078
VOU NADAR ATÉ VOCÊ;1076
PERSONA;1075
VAINCRE OU MOURIR;1072
FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX;1069
EL DESPERTAR DE LAS HORMIGAS;1069
NÓ;1069
LA DOLCE VITA;1068
X-MEN: DAYS OF FUTURE PAST;1067
LOLA;1066
TERESINHA;1066
ABRAÇO;1064
GOODFELLAS;1063
LUNA;1063
MAMAMOO: MY CON THE MOVIE;1061
MADAME DUROCHER;1060
HÉRAÐIÐ;1059
THE KID LAROI, JUNG KOOK & CENTRAL CEE - TOO MUCH;1058
TARDE PARA MORIR JOVEN;1058
CORPO DELITO;1056
PIRIPKURA;1055
CAMOCIM;1054
SEVENTEEN [RIGHT HERE] WORLD TOUR IN CINEMAS;1053
NEVER GONNA SNOW AGAIN;1053
PLURAIS;1053
COME TO DADDY;1053
DET SJUNDE INSEGLET;1051
IL BOEMO;1049
MEIO IRMÃO;1044
A HOUSE OF DYNAMITE;1042
SARA, LIA E LÉIA, LICENÇA PARA ENLOUQUECER;1042
MENINO 23 - INFÂNCIAS PERDIDAS NO BRASIL;1041
LESBIAN SPACE PRINCESS;1036
A FELICIDADE DAS COISAS;1036
TODO MUNDO (AINDA) TEM PROBLEMAS SEXUAIS;1035
O INCERTO LUGAR DO DESEJO;1032
PIRATES OF THE CARIBBEAN: AT WORLD´S END;1032
GAGARINE;1032
RHEINGOLD;1030
A DESTRUIÇÃO DE BERNARDET;1029
ÁGUAS SELVAGENS;1027
THE DEW POINT;1026
TWIST À BAMAKO;1025
BALLET BOLSHOI: CARMEN SUITE / PETRUSHKA;1023
CARNIVORES;1022
BERLIN ALEXANDERPLATZ;1021
MATA NEGRA;1020
A VIDA É DA COR QUE PINTAMOS;1017
UNE FEMME DU MONDE;1012
PSYCHO THERAPY: THE SHALLOW TALE OF A WRITER WHO DECIDED TO WRITE ABOUT A SERIAL KILLER;1011
TELL IT LIKE A WOMAN;1008
ROGÉRIO DUARTE O TROPIKAOSLISTA;1007
CHEGA DE FIU FIU;1005
OS JOVENS BAUMANN;1003
THE CONFERENCE / DIE WANNSEEKONFERENZ;1003
LES ÂMES SOEURS;998
MARGUERITE ET JULIEN;997
BARRACO DE FAMÍLIA;997
BATMAN: RETURN OF THE CAPED CRUSADERS;996
SUÇUARANA;993
BALLET BOLSHOI: COPPÉLIA;993
ALVORADA;991
UN CRIMEN COMÚN;989
DIAS VAZIOS;988
THE CABIN IN THE WOODS;986
SEGUNDO TEMPO;983
YALDA A NIGHT FOR FORGIVENESS;983
PARA'Í;982
RAQUEL 1:1;982
GONDOLA;981
PACIFIED;980
O RISO E A FACA;979
WALK WITH ME;977
KLONDIKE;976
JULES;976
RISEN;969
NINE 1/2 WEEKS;968
ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;965
MEU AMIGO LORENZO;965
A PRAGA;964
INVENTÁRIO DE IMAGENS PERDIDAS;963
FOME;962
INTERDIT AUX CHIENS ET AUX ITALIENS;961
MADAGASCAR 3: EUROPES'S MOST WANTED;961
AÏCHA;961
MOACYR LUZ, O EMBAIXADOR DESSA CIDADE;961
MY FATHER’S SHADOW;960
MY LITTLE SISTER;959
HANS ZIMMER & FRIENDS: DIAMOND IN THE DESERT;958
PULP FICTION;957
JORGINHO GUINLE - SÓ SE VIVE UMA VEZ;955
BE NATURAL: THE UNTOLD STORY OF ALICE GUY-BLACHÉ;953
THE LITTLE PRINCE;952
BIS ANS ENDE DER NACHT;951
VINTE ANOS;951
KILL BILL: VOL. 1;950
LACCI;949
NÃO VAMOS PAGAR NADA;948
SCOOBY-DOO AND BATMAN: THE BRAVE AND THE BOLD;946
BAMBI;946
TAMARA;944
SOFTIE;942
TURISTA APRENDIZ;942
PERTO DO SOL É MAIS CLARO;942
RONDESP TROPA DE ELITE BAHIA;939
A CLOCKWORK ORANGE;939
FILHO DE BOI;936
CANÇÃO AO LONGE;934
AN ELEPHANT SITTING STILL;933
UMA NOITE NÃO É NADA;933
SALÃO DE BAILE;932
LE RETOUR;927
A FESTA DE LÉO;926
O QUE É ISSO COMPANHEIRO;925
THE ENGLISH PATIENT;925
PREY;923
RESIDENT EVIL: VENDETTA;922
A METADE DE NÓS;921
MEU ÁLBUM DE AMORES;919
HATE TO LOVE: NICKELBACK;918
ZÉ;917
CASA IZABEL;916
HOTEL TRANSYLVANIA;916
O PAI DA RITA;912
MEU NOME É BAGDÁ;908
A MARVARDA CARNE;904
MEU CASULO DE DRYWALL;902
DE SON VIVANT;901
ESTRANGEIRO;899
VOLUME MORTO;898
DE REPENTE DRAG;898
RAMMSTEIN: PARIS;897
LIMA BARRETO, AO TERCEIRO DIA;897
GO HOME;896
PARQUE DE DIVERSÕES;895
SEGUINDO TODOS OS PROTOCOLOS;894
SUK SUK;892
E.T;891
DE PAI PARA FILHO;891
EM 97 ERA ASSIM;889
TODAS ELAS EM UMA;888
UMA VIAGEM INESPERADA;888
THE DAY WILL COME;888
THE RETIREMENT PLAN;886
AS CORES E AMORES DE LORE;886
A PROMISE;885
KHITROVKA. ZNAK CHETYRYOKH;884
TRANSE;884
ENZO;882
HEART OF A DOG;882
JE TU IL ELLE;879
THE FRENCH NEW WAVE: A CINEMA REVOLUTION;877
JANGO NO EXÍLIO;874
MITSKI: THE LAND;873
ADIEU LES CONS;872
ECLIPSE;870
DE ONDE EU TE VEJO;869
UM CASAL INSEPARÁVEL;868
HORÁCIO;866
GLOBAL CHAMPIONS LEAGUE 2017;866
LAMPARINA DA AURORA;864
BALLET BOLSHOI: LE CORSAIRE;862
NÃO VAMOS SUCUMBIR;862
MAGAL E OS FORMIGAS;861
THOMAS JOURNEY SODOR;860
EYE ON JULIET;857
INEZITA;857
ASFALTO - 25 ANOS DE DEAD FISH;857
MUITO ROMÂNTICO;856
SLAM: VOZ DE LEVANTE;856
LARA;855
MAVERICK MODIGLIANI;854
HISTÓRIAS ESTRANHAS;852
O FILHO ÚNICO DO MEU PAI;852
BRICHOS 3 - MEGAVIRUS;852
FOURTEEN;851
TSÉ;850
ENEA;848
DE PALMA;848
E NOI COME STRONZI RIMANEMMO A GUARDARE;844
POINT BREAK;844
EXCELENTÍSSIMOS;842
LESTE OESTE;839
PUT YOUR SOUL ON YOUR HAND AND WALK;839
GUARDIANS OF THE GALAXY;835
EROS;834
MY BIG FAT GREEK WEDDING 2;833
PACIFICTION;832
CIDADES FANTASMAS;828
MARCHA CEGA;828
USHER: RENDEZVOUS IN PARIS;828
O JARDIM SECRETO DE MARIANA;826
DIVÃ;826
OS 80 GIGANTES;822
HOW TO BE SINGLE;820
EVOLUTION;819
PESAR-MADAR;819
DADDY'S HOME;819
SHADOW;818
CONTINENTE;818
SE EU FOSSE VOCE;818
BARBIE MERMAID POWER;818
MY NEW FRIENDS;818
QUELQUES JOURS PAS PLUS;817
B.O.;814
MAL VIVER;814
JESUS KID;812
ANTES QUE ME ESQUEÇAM MEU NOME É EDY STAR - O FILME;812
SYSTEMSPRENGER;810
PAULISTAS;810
THE CURE - ANNIVERSARY 1978-2018 LIVE IN HYDE PARK LONDON;809
O SOM AO REDOR;808
A FURIA;808
FÉ E FÚRIA;808
SMULTRONSTÄLLET;806
AS LINHAS DA MINHA MÃO;805
MAZINGER Z - INFINITY;805
A CIDADE DOS ABISMOS;805
THE EXORCISM OF ANNA ECKLUND;804
Viskningar och rop;804
GARÇON CHIFFON;803
DAY OF THE GUSANO;803
UÝRA – A RETOMADA DA FLORESTA;803
A SUPERFÍCIE DA SOMBRA;798
BATMAN BEGINS;792
APOCALYPSE IN THE TROPICS;792
TATAMI;792
ESPAÇO ALÉM - MARINA ABRAMOVIC E O BRASIL;790
PANAMA'S ANIMAL HIGHWAY;790
CHAMBRE 212 (AKA) ON A MAGICAL NIGHT;790
A TURMA DO PERERÊ.DOC;790
HARRY POTTER AND THE DEATHLY HALLOWS, PART 2;788
DAAAAAALÍ!;787
OPERAÇÃO BORBOLETA;787
CRAZY ABOUT TIFFANY'S;786
LUANA MUNIZ - FILHA DA LUA;785
O BARCO;784
MARTIAN CHILD;782
CHASE ATLANTIC: LOST IN HEAVEN;781
ERNEST COLE - LOST AND FOUND;779
A VIDA EXTRA-ORDINÁRIA DE TARSO DE CASTRO;777
BORRASCA;776
CASA VAZIA;775
A MENSAGEM DE JEQUI;771
ANA NOJOOM BENT ALASHERAH WAMOTALAGAH;768
ABAIXO A GRAVIDADE;766
ELEIÇÕES;766
RELATOS DO FRONT;764
UNE HISTOIRE D’AMOUR ET DE DÉSIR;761
LE PARC;761
UMA GAROTA CHAMADA MARINA;761
SELFIE FROM HELL;760
HAPPY HALLOWEEN, SCOOBY DOO!;758
TINNITUS;758
THE VISITOR;757
THE INCREDIBLES;757
JARDIM DOS GIRASSOIS;757
BALLET BOLSHOI GISELLE;756
DONNIE DARKO;753
AMANHÃ CHEGOU;752
SKIN;751
MARIA - NÃO ESQUEÇA QUE EU VENHO DOS TRÓPICOS;750
SEGREDOS DO PUTUMAYO;744
MATAR A PINOCHET;743
NOSFERATU, EINE SYMPHONIE DES GRAUENS;741
HARRY POTTER AND THE DEATHLY HALLOWS - PART 1;741
MA FAMILLE CHÉRIE;740
PEQUENOS GUERREIROS;739
O ANEL DE EVA;739
LIBERTÉ;738
DIAMANTI;736
BONNE MÈRE;734
BYE BYE JAQUELINE;731
PACTO DA VIOLA;728
HOTEL TRANSYLVANIA 2;727
RIR PRA NÃO CHORAR;725
BEFORE SUNSET;724
BALLET BOLSHOI A CONTEPORARY EVENING;723
ZAN O BACHEH;723
CONFIDENZA;722
COMING HOME AGAIN;722
BOÎTE NOIRE;722
FELIZ ANO VELHO;720
JOUER AVEC LE FEU;719
AMBIENTE FAMILIAR;719
QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU?;718
QUERIDO TRÓPICO;718
LAUFEY’S A NIGHT AT THE SYMPHONY: HOLLYWOOD BOWL;718
GUERRA DO PARAGUAY;718
BOI DE LÁGRIMAS;718
HORS DU TEMPS;718
STORY OF SOULEYMANE;718
MOTHER'S BABY;715
BIRDS, THE;714
HAVA, MARYAM, AYESHA;714
DENTRO DA CAIXINHA - SEGREDO DE CRIANÇA;709
SANTA TURBULÊNCIA;707
A COLMEIA;705
ALEGRIA DO AMOR;704
THE NEVERENDING STORY;703
SCHINDLER'S LIST;701
MAMMA ROMA;698
WHEN MOM IS AWAY / 10 GIORNI SENZA MAMMA;698
LYGIA, UMA ESCRITORA BRASILEIRA;697
SKANK - INDGNAÇÃO;696
CÂMARA DE ESPELHOS;695
LA LIGNE;694
PRAIA DA SAUDADE;694
QUEM É PRIMAVERA DAS NEVES;693
ULTRAJE;693
A PRINCESA DE ELYMIA;693
#SCREAMERS;692
TANGERINE;691
MARESIA;690
MALGRÉ LA NUIT;688
ORPHAN;686
A IMAGEM DA TOLERÂNCIA;686
HUMAN CAPITAL;685
A IRMANDADE;684
MUMMY, THE;683
NAS ONDAS DE DORIVAL CAYMMI;680
ANNABELLE;679
O DESERTO DO DESERTO;679
BARRY LYNDON;678
O DESERTO DE AKIN;678
EL CASTIGO;677
AS ÓRBITAS DA ÁGUA;676
ANTÔNIO UM DOIS TRÊS;676
PLAUTO, UM  SOPRO MUSICAL;675
LA PARLE;674
BATMAN: THE KILLING JOKE;672
SOL;672
CAFÉ, PEPI E LIMÃO;672
PAGLIACCI;670
RAZÕES AFRICANAS;670
SONS OF RAMSÉS;670
HORS NORMES;670
FALE COMIGO VERÃO: O DIÁRIO DE UM CINEASTA AMADOR;669
SHICHININ NO SAMURAI;669
DE VOLTA À BAHIA;668
HERE WE ARE;668
QUEENS OF THE DEAD;666
BALLET BOLSHOI THE LADY OF THE CAMELLIAS;665
MARÉS;665
SUPER XUXA CONTRA O BAIXO ASTRAL;664
LOS LOBOS;664
DAEDOSIUI SALANGBEOB;664
SPECTATEURS!;663
U ARE THE UNIVERSE;663
MORCEGO NEGRO;662
EL PACTO DE ADRIANA;660
HOMENS DE BARRO;659
IU CONCERT: THE GOLDEN HOUR;658
ATLANTICS;658
8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE;655
ERNEST ET CÉLESTINE, LE VOYAGE EN CHARABIE;654
WHITNEY HOUSTON - I WANNA DANCE WITH SOMEBODY;653
QUANDO EU ME ENCONTRAR;652
MONSTA X: CONNECT X IN CINEMAS;652
RAID DINGUE;651
TAEGO ÃWA;651
AMIZADE;651
FORO ÍNTIMO;649
THE WAILING;647
O SILÊNCIO DAS PALMAS;646
PARA ONDE VOAM AS FEITICEIRAS;646
BALLET BOLSHOI: ROMEO E JULIET;644
FAUSTO FAWCETT NA CABEÇA;644
YUNGBLUD. ARE YOU READY, BOY?;644
POWER TO THE PEOPLE: JOHN & YOKO LIVE IN NYC;643
SHAN HE GU REN;643
KIMI NO ME GA TOIKAKETEIRU;641
NINFABEBÊ;639
FILOSOFIA DE BOTECO;639
THE HAPPYTIME MURDERS;638
LA FILLE DE BREST;636
TRÊS VERÕES;633
CRITICAL ROLE: THE MIGHTY NEIN REUNITED;632
AINDA NÃO É AMANHÃ;630
VITALINA VARELA;629
HILLBILLY ELEGY;629
A TERRA NEGRA DOS KAWA;627
MÉNAGE;626
FIRST COW;625
TRÊS TIGRES TRISTES;624
LE REGARD DE CHARLES;623
REVOLTA DOS MALÊS;621
ENEIDA;620
CARRO REI;620
SEVENTEEN WORLD TOUR [NEW_] IN JAPAN: LIVE VIEWING;619
WAITING FOR B.;619
IU CONCERT: THE WINNING;618
O ESTRANHO;618
A JANGADA DE WELLES;618
SOFIA FOI;617
PATTI CAKE$;617
THE RING;616
ANIMALE;615
A SOBRANCELHA É O BIGODE DO OLHO;613
EL EMPLEADO Y EL PATRÓN;612
KEN;612
ZEBY NIE BYLO SLADÓW;612
IN THE BLIND SPOT;607
MI IUBITA, MON AMOUR;606
CASA DE ANTIGUIDADES;602
DYING;601
EL AMPARO;601
MERCURIALES;601
MISS SAIGON 25TH ANNIVERSARY;601
TUDO É PROJETO;599
7 PRISIONEIROS;599
MISTY - THE ERROLL GARNER STORY;598
DESSA ARTE EU SEI UM POUCO;598
WONDER WOMAN DC UNIVERSE ANIMATED ORIGINAL MOVIE;598
O FANTÁSTICO PATINHO FEIO;598
DEUS E O DIABO NA TERRA DO SOL;597
EL MENSAJE;596
O DIABO MORA AQUI;595
THE DEEP WEB: MURDERSHOW;593
DEPOIS DE SER CINZA;592
KING;592
TRÊS REIS;590
THE DARK KNIGHT RISES;590
TO LIVE TO SING;588
SOCIEDADE DO MEDO;586
CONTRA O VENENO PEÇONHENTO DO CÃO DANADO;584
ANDRE MATOS - MAESTRO DO ROCK - EPISÓDIO 2;582
CHEIRO DE DIESEL;582
A PEDRA DA SERPENTE;581
10 CLOVERFIELD LANE;580
FREI DAMIÃO - O SANTO DO NORDESTE;577
2 AUTOMNES 3 HIVERS;576
SOBREVIVENTES DO PAMPA;576
PATERNO;575
A ROSA AZUL DE NOVALIS;574
HOPE GAP;574
PAIXÕES RECORRENTES;572
MONTEIRO LOPES;572
UNA FEMMINA;571
MA MÈRE, DIEU ET SYLVIE VARTAN;571
REVOADA;570
2026 TXT MOA CON IN JAPAN: LIVE VIEWING;570
ARKANSAS;568
ELEGIA DE UM CRIME;566
OS BRAVOS NUNCA SE CALAM;566
EIGA ODD TAXI: IN THE WOODS;564
VENTO SECO;563
MATEÍNA;563
NIGHT IS YOUNG, THE;562
TODO CLICHÊ DO AMOR;561
LOS TERRITORIOS;559
HIGH & LOW - JOHN GALLIANO;558
WHEN MARNIE WAS THERE;558
CURRAL;558
PEARL JAM - DARK MATTER - GLOBAL THEATRICAL EXPERIENCE - ONE NIGHT ONLY;556
DEATH OF NINTENDO;556
AOS PEDAÇOS;553
VOLVERÉIS;551
SNOW QUEEN 2;550
CARRIE (1976);550
BOONE: THE BOUNTY HUNTER;548
"""AO VIVO QUANDO A TERRA ERA REDONDA""";547
VAI E VEM;546
O ÚLTIMO TRAGO;546
BALLET BOLSHOI: THE FLAMES OF PARIS;545
A MÚSICA DO TEMPO - DO SONHO DO IMPÉRIO AO IMPÉRIO DO SONHO;544
ZLOGONJE;544
DANÇAS NEGRAS;543
A MESMA PARTE DE UM HOMEM;543
HOUSE OF CARDIN;542
LUIZ GONZAGA DO NASCIMENTO JUNIOR;541
MAIXABEL;541
GLEASON;541
YA TAYR EL TAYER;540
28 DAYS LATER...;539
A MORTE HABITA À NOITE;538
TANTAS ALMAS;537
JUMP, DARLING;537
THE TALES OF PRINCES KAGUYA;537
REBUILDING;536
BEDUÍNO;535
O COMEÇO DA VIDA;535
DALIA E O LIVRO VERMELHO;535
HAYLEY WILLIAMS - DEAD HORSE;534
LA LOI DU MARCHÉ;533
OS SALAFRÁRIOS;531
O HOMEM DE LAGOA SANTA;531
DEPOIS DO FIM;530
AOS OLHOS DE ERNESTO;529
MUNDO PROIBIDO;527
PLAN A;527
5 CASAS;524
WHITNEY HOUSTON – THE CONCERT FOR A NEW SOUTH AFRICA;524
O CASEIRO;524
MUITO ALÉM DO LUCRO;524
MIRIAM BRYANT - BLACK CAR;520
BALLET BOLSHOI A HERO OF OUR TIME;520
DESTERRO;519
MEU TIO E O JOELHO DE PORCO;517
LARA CROFT TOMB RIDER - THE CRADLE OF LIFE;517
A ESTAÇÃO;516
UTOPIA TROPICAL;516
FILHOS DO MANGUE;515
SPRINGSTEEN & I :THE ULTIMATE LOVE LETTER TO THE BOSS;513
OS INCONTESTÁVEIS;513
SEVENTEEN TOUR 'FOLLOW' TO JAPAN: LIVE VIEWING;512
MY WORST NEIGHBOR;511
ALIEN;511
THE GOONIES;505
O QUATRILHO;503
AS MIL E UMA NOITES -  VOLUME 2 O DESOLADO;503
A GIRL MISSING;502
FOURMI;502
EN MAI, FAIS CE QU'IL TE  PLAIT;501
ALMA DEL DESIERTO;501
PUSS IN BOOTS;500
SINGULARES;500
A FEBRE;498
GISELLE (PARIS OPERA);496
KUNG FU HUSTLE;496
OLHANDO PARA AS ESTRELAS;496
EM NOME DA AMÉRICA;495
SANTORO- O HOMEM E SUA MÚSICA;495
THE FORGER;492
BRADO;491
O EXTRAORDINÁRIO CASO DO SR.A;491
REBENTO;490
FABIAN GOING TO THE DOGS;490
PETITE FILLE;490
NYAD;488
O ACIDENTE;488
CENTRAL DO BRASIL;488
DIRTY GRANDPA;488
YÕG ÃTAK: MEU PAI, KAIOWÁ;486
GALERIA FUTURO;486
TROPKILLAZ & MAJOR LAZER FEAT. MC KEVINHO & BUSY SIGNAL - LOKO;486
PIERROT LE FOU;485
THE BOY;484
THE CROODS;484
PIECE BY PIECE;483
CHILD'S PLAY;483
AGRESTE;483
PRIMAVERA;482
O CASO DO HOMEM ERRADO;481
NADA;480
ANG BABAENG HUMAYO;480
FUNCIONÁRIO DO MÊS;480
POROPOPÓ;479
CONTOS DO AMANHÃ;477
INTRODUÇÃO À MÚSICA DO SANGUE;476
A PARTE DO MUNDO QUE ME PERTENCE;473
ZIELONA GRANICA;473
L'ELISIR D'AMORE;472
DE PERNAS PRO AR 2;472
THE GOLD RUSH;472
IRRATIONAL MAN;472
A FANTÁSTICA FÁBRICA DE GOLPES;472
MOACIR;471
DIÁLOGOS COM RUTH DE SOUZA;471
CORPO EM TERAPIA;470
EU TE LEVO;469
SLALOM;468
CAPOEIRA, UM PASSO A DOIS;468
MUNCH. LOVE, GHOSTS AND LADY VAMPIRES;468
ALEX CAMERA 10;468
THE FEELING THAT THE TIME FOR DOING SOMETHING HAS PASSED;467
AISHA CAN'T FLY WAY;467
A VOZ DE DEUS;465
SENTINELLE SUD;463
SINFONIA DE UM HOMEM COMUM;462
KOGDA PADALI AISTY;462
"""MAS MESMO ASSIM...""";461
AMOR RADICAL;460
KING KONG EM ASUNCIÓN;459
FICA MAIS ESCURO ANTES DO AMANHECER;459
HOMEM ONÇA;457
SUPER JUNIOR WORLD TOUR - SUPER SHOW 8: INFINITE TIME;457
INGLOURIOUS BASTERDS;457
O ESPAÇO INFINITO;457
PREMIÈRE ANNÉE;456
VERGEL;456
THE HUNTSMAN: WINTER'S WAR;455
ONDE QUER QUE VOCÊ ESTEJA;454
NEVER ENDING STORY 2: THE NEXT CHAPTER;453
FORAM OS SUSSURROS QUE ME MATARAM;451
TODOS OS MORTOS;451
LUBO;450
UMA NOVA HISTORIA;449
EL ABRAZO DE LA SERPIENTE;449
MEMÓRIA;448
ANTÁRTICA POR UM ANO;447
LA ESTRATÉGIA DEL MERO;446
LA VANITÉ;446
FORTALEZA HOTEL;445
TPM! MEU AMOR;445
CASEBRE;444
GYURI;443
CORDIALMENTE TEUS;443
PRETTY WOMAN;440
WAR ROOM;440
WIEZA. JASNY DZIEN.;439
SEVENTEEN [RIGHT HERE] WORLD TOUR IN JAPAN : LIVE VIEWING;438
MUSTANG;437
BRANAGH THEATRE LIVE: ROMEO AND JULIET;437
A REBELIÃO DOS JANGADEIROS;436
EU SOU MARIA;436
OLYMPIA 2016;433
VICKY CRISTINA BARCELONA;433
INAUDITO;433
LAS INESES;432
A MONSTER WITH THOUSAND HEADS;431
MUSIC A FILM BY SIA;431
DETECTIVE CHINATOWN 1900;431
TERAPIA DO MEDO;430
QUEM TEM COM QUE ME PAGUE, NÃO ME DEVE NADA;430
THE NUTCRACKER (PARIS OPERA);430
IRIS ET LES HOMMES;429
MUSE: DRONES WORLD TOUR;428
THE CLEANERS;428
LA TEORIA DE LOS VIDRIOS ROTOS;427
ANTES DO FIM;426
DOROGIE TOVARISHCHI;426
DEPOIS DE VOCÊ;426
RIIZE FAN-CON TOUR 'RIIZING DAY' FINALE IN CINEMAS;425
BRASIL S/A;425
VENENO PARA LAS HADAS;424
CRÔNICAS DE UMA JOVEM FAMÍLIA PRETA;424
MANK;424
LILITH;423
THE MARTIAN;421
SUJEITO OCULTO;421
NONA - SI ME MOJAN YO LOS QUEMO;420
SALAMANDRA;417
CAPTAIN AMERICA: THE WINTER SOLDIER;416
INCOMPATÍVEL COM A VIDA;416
EPIDEMIA DE CORES;416
FOTOGRAFAÇÃO;416
AMIGAS DE SORTE;415
ANOMALISA;413
AMARAÇÃO;413
AS MIL E UMA NOITES: VOLUME 1, O INQUIETO;412
RODEO;412
MELANIA;411
SON OF SAUL;411
O ÚLTIMO CINE DRIVE-IN;410
LES CHEVALIERS BLANCS;410
NÃO SEI QUANTAS ALMAS TENHO;410
ARTHUR RAMBO;410
UM SAMURAI EM SÃO PAULO;410
KEVIN;409
TO KALOKAIRI TIS KARMEN;407
A VIDA SECRETA DE MEUS TRÊS HOMENS;407
12.12: THE DAY;406
O CONTATO;406
SEU AMOR DE VOLTA (MESMO QUE ELE NÃO QUEIRA);406
O VOO DO ANJO;405
BICHO MONSTRO;404
STAR TREK INTO THE DARKNESS;404
CHARLOTE SP;403
D.P.A. - DETETIVES DO PRÉDIO AZUL - 11ª TEMPORADA;403
DERRAPADA;403
MAUDIE;403
EDIFÍCIO BONFIM;402
DOIS SERTÕES;402
ANTONIO BANDEIRA - O POETA DAS CORES;400
NEVILLE D'ALMEIDA - CRONISTA DA BELEZA E DO CAOS;400
RÚCULA COM TOMATE SECO;399
THE CAT RETURNS;399
O ÚLTIMO ANIMAL;398
LUIZA MARTINS PART. MATHEUS & KAUAN - CÊ NÃO ME SUPEROU;397
CONVERSAS NAS ZONAS AZUIS;396
WHERE THE WILD THINGS ARE;396
A MISS;395
LAVRA;395
O MESTRE E O DIVINO;395
PASSAGENS;394
HANAMI;393
APOLO;393
A SINGLE MAN;393
BLITZ, O FILME;393
MIRADOR;391
ASPIRANTES;390
13 MINUTOS;390
BIO;389
"""EL HOMBRE QUE CUIDA""";388
TÔ DE GRAÇA – 5ª TEMPORADA;387
ALDO - MAIS FORTE QUE O MUNDO;385
THE WATER LILIES BY MONET – THE MAGIC OF WATER AND LIGHT;384
DIÁRIO DE VIAGEM;383
THE DEAD DON´T DIE;382
FALLING;381
DAWN OF THE PLANET OF THE APES;381
PELE FINA;381
MAPUTO NAKUZANDZA;381
ENSAIO SOBRE YVES;381
ALELUIA, O CANTO INFINITO DO TINCOÃ;380
RIO DOCE;380
GLUPCY;378
CHITÃOZINHO & XORORÓ - EVIDÊNCIAS;377
ENQUANTO ESTAMOS AQUI;377
BALLET BOLSHOI THE TAMING OF THE SHREW;377
CIDADE DE DEUS;376
EDIFÍCIO MASTER;375
THE CHALLENGE;375
ERUPCJA;374
ELA VOLTA NA QUINTA;374
CURTAS JORNADAS NOITE ADENTRO;373
THE PENGUINS OF MADAGASCAR;373
O PRESIDENTE IMPROVÁVEL;370
PARA TER ONDE IR;370
FERNANDO;369
FALL OUT BOY - CENTURIES;369
COM OS PUNHOS CERRADOS;368
OS CAUBÓIS DO APOCALIPSE;368
NÓS DUAS DESCENDO A ESCADA;368
O GATO DE HAVANA;367
LOST IN TRANSLATION;366
TICK, TICK...BOOM!;366
BALLET BOLSHOI THE BRIGHT STREAM;366
AMANHÃ;365
MEET DAVE;365
ALÉM DE NÓS;365
CORISCO E DADÁ;365
SALTO NO VAZIO;365
O VERDE ESTÁ DO OUTRO LADO;364
MEU TRICOLOR DE AÇO 2 - UM SONHO QUE LIBERTA;363
THE FALL OF THE AMERICAN EMPIRE;362
BIG JATO;362
A ALEGRIA É A PROVA DOS NOVE;361
A MATÉRIA NOTURNA;360
JOHN WARE RECLAIMED;359
CARTAS PARA UM LADRÃO DE LIVROS;359
NARDJES A.;359
MONSIEUR VERDOUX;359
GALENO, CURUMIM ARTEIRO;358
A GENTE;357
DE PERTO ELA NÃO É NORMAL;356
INTRUSO;356
LE MOHICAN;355
QUEEN - BOHEMIAN RHAPSODY;354
UNE HISTOIRE DE FOU;353
TERRA DE CIGANOS;353
TRALALA;353
MAIOR QUE O MUNDO;353
A FINADA MÃE DA MADAME;352
HUMAN LIFE;352
LAR;352
PORTO PRÍNCIPE;351
MARIA CALLAS: LETTERS AND MEMOIRS;350
DON'T BREATHE;350
BICHO DE SETE CABEÇAS;349
NUNCA FOMOS TÃO MODERNOS;348
MACHINE GUN KELLY & BLACKBEAR - MY EX’S BEST FRIEND;347
O HOMEM QUE MATOU JOHN WAYNE;347
TEEN TITANS GO! 3;347
ACQUA MOVIE;345
8 1/2;345
WHITNEY HOUSTON - THE CONCERT FOR A NEW SOUTH AFRICA;344
SEUS OSSOS E SEUS OLHOS;344
QUASE DESERTO;343
BLOQUEIO;343
PASSION OF JOAN OF ARC, THE;342
NOITE DE FOGO;342
OUR HAPPY HOLLIDAY;340
TERMINATOR;340
GLORIA MUNDI;340
COMO FOTOGRAFEI OS YANOMAMI;340
REY;340
TODA NOITE ESTAREI LÁ;340
PARA MINHA AMADA MORTA;339
PAULO CASÉ;338
LEONORA ADDIO;338
MIMOSAS;338
ABRE ALAS;337
MESMO QUE TUDO DÊ ERRADO, JÁ DEU TUDO CERTO;336
VIDBLYSK;335
JOVEM AOS 50 - A HISTÓRIA DE MEIO SÉCULO DA JOVEM GUARDA;335
DOLORES;335
DO AMOR NINGUEM FOGE;334
